id_nestbox;site;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success;father_id;mother_id;id_bird;id_ring;species;sex;age;adult_mass;adult_tarsus_l;adult_wing_l;adult_aggress;nestling_mass_j13;nestling_mass_j14;nestling_tarsus_l;nestling_wing_l
DIJ-183;allee_du_parc;2020;28/04/2020;22/03/2020;NA;NA;11;11;8;1;NA;NA;LAPOLCC0002;8791843;CC;unknown;nestling;NA;NA;NA;NA;9,68;NA;14,81;NA
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0032;8877004;PM;male;more_than_two;18,07;19,98;79,00;3,0;NA;NA;NA;NA
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0040;8877005;PM;female;more_than_two;16,75;17,98;76,50;2,5;NA;NA;NA;NA
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0033;V011020;PM;unknown;nestling;NA;NA;NA;NA;11,89;NA;17,75;34,00
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0034;V011021;PM;unknown;nestling;NA;NA;NA;NA;16,67;NA;18,94;44,00
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0035;V011022;PM;unknown;nestling;NA;NA;NA;NA;16,97;NA;19,12;43,50
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0036;V011023;PM;unknown;nestling;NA;NA;NA;NA;16,56;NA;19,52;43,00
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0037;V011024;PM;unknown;nestling;NA;NA;NA;NA;9,46;NA;16,29;28,00
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0038;V011025;PM;unknown;nestling;NA;NA;NA;NA;16,60;NA;19,43;44,00
DIJ-183;allee_du_parc;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;1;8877004;8877005;THPAGPM0039;V011026;PM;unknown;nestling;NA;NA;NA;NA;15,11;NA;18,69;40,00
DIJ-184;petites_roches;2020;03/05/2020;28/03/2020;NA;NA;11;9;8;1;NA;NA;LAPOLCC0021;8791892;CC;unknown;nestling;NA;NA;NA;NA;9,15;NA;16,17;NA
DIJ-184;petites_roches;2020;03/05/2020;28/03/2020;NA;NA;11;9;9;1;NA;NA;LAPOLCC0022;8791893;CC;unknown;nestling;NA;NA;NA;NA;11,16;NA;16,23;NA
DIJ-184B;petites_roches;2019;12/05/2019;09/04/2019;NA;NA;9;9;3;1;NA;8791379;CLPECPM0011;8791379;PM;female;more_than_one;18,70;NA;NA;NA;NA;NA;NA;NA
DIJ-184B;petites_roches;2019;12/05/2019;09/04/2019;NA;NA;9;9;3;1;NA;8791379;CLPECPM0436;8791377;PM;unknown;nestling;NA;NA;NA;NA;12,64;NA;NA;NA
DIJ-184B;petites_roches;2019;12/05/2019;09/04/2019;NA;NA;9;9;3;1;NA;8791379;VIGARPM0402;8791378;PM;unknown;nestling;NA;NA;NA;NA;11,88;NA;NA;NA
DIJ-184B;petites_roches;2019;12/05/2019;09/04/2019;NA;NA;9;9;3;1;NA;8791379;VIGARPM0403;8791380;PM;unknown;nestling;NA;NA;NA;NA;13,15;NA;NA;NA
DIJ-184b;petites_roches;2020;24/04/2020;26/03/2020;NA;NA;8;8;8;1;8791260;NA;BRFAIPM0508;8791260;PM;male;more_than_one;17,60;19,96;74,50;NA;NA;NA;NA;NA
DIJ-184b;petites_roches;2020;29/04/2020;26/03/2020;NA;NA;8;8;8;1;8791260;NA;LAPOLPM0027;8791269;PM;unknown;nestling;NA;NA;NA;NA;16,77;NA;19,86;NA
DIJ-184b;petites_roches;2020;29/04/2020;26/03/2020;NA;NA;8;8;8;1;8791260;NA;LAPOLPM0028;8791863;PM;unknown;nestling;NA;NA;NA;NA;16,98;NA;18,61;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;VIGARPM0027;8382518;PM;unknown;nestling;NA;NA;NA;NA;17,80;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;CLPECPM0016 B;8382519;PM;unknown;nestling;NA;NA;NA;NA;14,55;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;CLPECPM0017;8382520;PM;unknown;nestling;NA;NA;NA;NA;11,69;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;CLPECPM0018;8382521;PM;unknown;nestling;NA;NA;NA;NA;11,54;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;VIGARPM0028;8382522;PM;unknown;nestling;NA;NA;NA;NA;16,87;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;VIGARPM0029;8382523;PM;unknown;nestling;NA;NA;NA;NA;12,85;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;CLPECPM0019;8382524;PM;unknown;nestling;NA;NA;NA;NA;16,80;NA;NA;NA
DIJ-185;petites_roches;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;1;NA;NA;VIGARPM0030;8382525;PM;unknown;nestling;NA;NA;NA;NA;17,35;NA;NA;NA
DIJ-185;petites_roches;2020;24/04/2020;25/03/2020;NA;NA;8;8;7;1;NA;7636294;BRFAIPM0507;7636294;PM;female;more_than_one;16,20;19,75;73,50;NA;NA;NA;NA;NA
DIJ-185;petites_roches;2020;27/04/2020;25/03/2020;NA;NA;8;8;7;1;NA;7636294;LAPOLPM0005;8791833;PM;unknown;nestling;NA;NA;NA;NA;18,78;NA;19,71;NA
DIJ-185;petites_roches;2020;27/04/2020;25/03/2020;NA;NA;8;8;7;1;NA;7636294;LAPOLPM0006;8791835;PM;unknown;nestling;NA;NA;NA;NA;15,08;NA;19,27;NA
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0149;8791250;PM;male;more_than_two;17,73;20,23;74,00;3,0;NA;NA;NA;NA
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0157;8876512;PM;female;more_than_two;17,41;18,51;73,50;0,0;NA;NA;NA;NA
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0150;V011242;PM;unknown;nestling;NA;NA;NA;NA;12,27;NA;18,87;39,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0151;V011243;PM;unknown;nestling;NA;NA;NA;NA;11,23;NA;18,95;37,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0152;V011244;PM;unknown;nestling;NA;NA;NA;NA;12,68;NA;18,35;36,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0153;V011245;PM;unknown;nestling;NA;NA;NA;NA;13,22;NA;17,94;37,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0154;V011246;PM;unknown;nestling;NA;NA;NA;NA;14,20;NA;18,64;38,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0155;V011247;PM;unknown;nestling;NA;NA;NA;NA;13,88;NA;19,20;39,00
DIJ-185;petites_roches;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;1;8791250;8876512;CESINPM0156;V011248;PM;unknown;nestling;NA;NA;NA;NA;10,49;NA;18,14;35,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0066;V011171;PM;unknown;nestling;NA;NA;NA;NA;9,38;NA;16,37;26,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0067;V011172;PM;unknown;nestling;NA;NA;NA;NA;9,74;NA;17,16;29,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0068;V011173;PM;unknown;nestling;NA;NA;NA;NA;9,61;NA;17,80;28,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0069;V011174;PM;unknown;nestling;NA;NA;NA;NA;11,51;NA;17,30;30,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0070;V011175;PM;unknown;nestling;NA;NA;NA;NA;11,06;NA;18,34;31,00
DIJ-188C;chateau_de_larrey;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;1;NA;NA;CESINPM0071;V011176;PM;unknown;nestling;NA;NA;NA;NA;11,67;NA;17,48;38,00
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;CLPECCC0438;8791368;CC;unknown;nestling;NA;NA;NA;NA;9,52;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;VIGARCC0407;8791369;CC;unknown;nestling;NA;NA;NA;NA;8,42;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;CLPECCC0439;8791370;CC;unknown;nestling;NA;NA;NA;NA;8,58;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;VIGARCC0408;8791371;CC;unknown;nestling;NA;NA;NA;NA;6,17;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;CLPECCC0440;8791372;CC;unknown;nestling;NA;NA;NA;NA;7,38;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;VIGARCC0409;8791373;CC;unknown;nestling;NA;NA;NA;NA;11,31;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;CLPECCC0441;8791374;CC;unknown;nestling;NA;NA;NA;NA;8,30;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;VIGARCC0410;8791375;CC;unknown;nestling;NA;NA;NA;NA;7,15;NA;NA;NA
DIJ-189;cite_gastro;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;1;NA;NA;CLPECCC0442;8791376;CC;unknown;nestling;NA;NA;NA;NA;7,35;NA;NA;NA
DIJ-190;cite_gastro;2020;24/04/2020;NA;NA;17/04/2020;10;10;0;0;NA;NA;DIJ-190-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0221;8876521;PM;male;more_than_two;19,13;19,66;78,00;3,0;NA;NA;NA;NA
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0227;8876522;PM;female;more_than_two;16,29;19,22;72,00;1,5;NA;NA;NA;NA
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0222;V011295;PM;unknown;nestling;NA;NA;NA;NA;14,59;NA;17,48;32,00
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0223;V011296;PM;unknown;nestling;NA;NA;NA;NA;14,56;NA;16,55;35,00
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0224;V011297;PM;unknown;nestling;NA;NA;NA;NA;12,55;NA;16,86;32,00
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0225;V011298;PM;unknown;nestling;NA;NA;NA;NA;16,01;NA;18,69;38,00
DIJ-190;cite_gastro;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;1;8876521;8876522;CESINPM0226;V011299;PM;unknown;nestling;NA;NA;NA;NA;14,07;NA;17,45;34,00
DIJ-192;pascal_joffre;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;1;8876515;NA;CESINPM0181;8876515;PM;male;more_than_two;16,62;20,08;72,00;3,0;NA;NA;NA;NA
DIJ-192;pascal_joffre;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;1;8876515;NA;CESINPM0182;V011262;PM;unknown;nestling;NA;NA;NA;NA;15,93;NA;18,34;35,00
DIJ-192;pascal_joffre;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;1;8876515;NA;CESINPM0183;V011263;PM;unknown;nestling;NA;NA;NA;NA;13,13;NA;17,47;29,00
DIJ-192;pascal_joffre;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;1;8876515;NA;CESINPM0184;V011264;PM;unknown;nestling;NA;NA;NA;NA;13,90;NA;17,56;32,00
DIJ-192;pascal_joffre;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;1;8876515;NA;CESINPM0185;V011265;PM;unknown;nestling;NA;NA;NA;NA;13,61;NA;16,95;29,00
DIJ-196;pascal_joffre;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;1;NA;NA;CESINCC0228;V011300;CC;unknown;nestling;NA;NA;NA;NA;9,92;NA;17,28;31,00
DIJ-196;pascal_joffre;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;1;NA;NA;CESINCC0229;V011301;CC;unknown;nestling;NA;NA;NA;NA;9,12;NA;16,39;30,50
DIJ-196;pascal_joffre;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;1;NA;NA;CESINCC0230;V011302;CC;unknown;nestling;NA;NA;NA;NA;9,21;NA;16,72;30,00
DIJ-196;pascal_joffre;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;1;NA;NA;CESINCC0231;V011303;CC;unknown;nestling;NA;NA;NA;NA;8,33;NA;15,57;29,00
DIJ-196;pascal_joffre;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;1;NA;NA;CESINCC0232;V011304;CC;unknown;nestling;NA;NA;NA;NA;6,98;NA;13,34;24,50
DIJ-201;campus_nord;2020;13/05/2020;06/04/2020;NA;NA;11;11;3;1;NA;NA;LAPOLCC0029;8791973;CC;unknown;nestling;NA;NA;NA;NA;8,31;NA;16,23;NA
DIJ-201;campus_nord;2020;13/05/2020;06/04/2020;NA;NA;11;11;3;1;NA;NA;LAPOLCC0030;8791972;CC;unknown;nestling;NA;NA;NA;NA;7,45;NA;15,66;NA
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0879;NA;CC;unknown;nestling;NA;NA;NA;NA;6,16;NA;14,71;28,50
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0880;NA;CC;unknown;nestling;NA;NA;NA;NA;7,88;NA;15,92;28,50
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0881;NA;CC;unknown;nestling;NA;NA;NA;NA;8,14;NA;15,60;30,50
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0882;NA;CC;unknown;nestling;NA;NA;NA;NA;9,03;NA;14,96;31,00
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0883;NA;CC;unknown;nestling;NA;NA;NA;NA;8,62;NA;15,37;31,00
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0884;NA;CC;unknown;nestling;NA;NA;NA;NA;8,68;NA;15,28;30,00
DIJ-201;campus_nord;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;1;NA;NA;THPAGCC0885;NA;CC;unknown;nestling;NA;NA;NA;NA;6,85;NA;14,30;26,00
DIJ-202;campus_nord;2019;07/05/2019;31/03/2019;06/04/2019;24/04/2019;8;8;0;0;NA;NA;DIJ-202-2019;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-202;campus_nord;2021;20/04/2021;30/03/2021;07/04/2021;NA;10;0;0;0;NA;NA;DIJ-202-2021;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-204;campus;2020;30/04/2020;28/03/2020;NA;NA;10;0;0;0;NA;NA;DIJ-204-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0069;8877011;PM;male;more_than_two;17,34;20,71;76,00;2,5;NA;NA;NA;NA
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0076;8877012;PM;female;more_than_two;17,30;19,54;74,00;2,5;NA;NA;NA;NA
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0070;V011050;PM;unknown;nestling;NA;NA;NA;NA;8,85;NA;15,44;19,00
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0071;V011051;PM;unknown;nestling;NA;NA;NA;NA;16,21;NA;19,19;40,00
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0072;V011052;PM;unknown;nestling;NA;NA;NA;NA;14,39;NA;18,55;35,00
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0073;V011053;PM;unknown;nestling;NA;NA;NA;NA;16,21;NA;19,11;39,00
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0074;V011054;PM;unknown;nestling;NA;NA;NA;NA;14,72;NA;18,06;40,50
DIJ-204;campus;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;1;8877011;8877012;THPAGPM0075;V011055;PM;unknown;nestling;NA;NA;NA;NA;13,65;NA;17,47;37,00
DIJ-205;campus;2019;16/05/2019;31/03/2019;NA;NA;8;8;2;1;NA;NA;COABICC0011 B;8791766;CC;unknown;nestling;NA;NA;NA;NA;11,98;NA;NA;NA
DIJ-205;campus;2019;16/05/2019;31/03/2019;NA;NA;8;8;2;1;NA;NA;COABICC0012 B;8791767;CC;unknown;nestling;NA;NA;NA;NA;14,00;NA;NA;NA
DIJ-205;campus;2020;04/05/2020;03/04/2020;NA;NA;9;9;0;0;NA;8382862;BRFAIPM0630;8382862;PM;female;more_than_one;17,10;19,42;71,00;NA;NA;NA;NA;NA
DIJ-205;campus;2020;07/05/2020;03/04/2020;NA;24/04/2020;9;9;0;0;NA;NA;DIJ-205-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-208;campus;2019;11/05/2019;09/05/2019;NA;NA;8;8;2;1;NA;8791192;CLPECPM0005;8791192;PM;female;more_than_one;19,89;NA;NA;NA;NA;NA;NA;NA
DIJ-208;campus;2019;11/05/2019;09/04/2019;NA;NA;8;8;2;1;NA;8791192;CLPECPM0384;8791153;PM;unknown;nestling;NA;NA;NA;NA;11,35;NA;NA;NA
DIJ-208;campus;2019;11/05/2019;09/04/2019;NA;NA;8;8;2;1;NA;8791192;CLPECPM0385;8791154;PM;unknown;nestling;NA;NA;NA;NA;14,05;NA;NA;NA
DIJ-208;campus;2020;07/05/2020;10/04/2020;NA;NA;8;8;4;1;NA;8791192;BRFAIPM0678;8791192;PM;female;more_than_one;17,49;20,14;71,50;NA;NA;NA;NA;NA
DIJ-208;campus;2020;10/05/2020;10/04/2020;NA;NA;8;8;4;1;NA;8791192;LAPOLPM0038;8791990;PM;unknown;nestling;NA;NA;NA;NA;16,07;NA;18,56;NA
DIJ-208;campus;2020;10/05/2020;10/04/2020;NA;NA;8;8;4;1;NA;8791192;LAPOLPM0039;8791989;PM;unknown;nestling;NA;NA;NA;NA;17,56;NA;19,67;NA
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0769;8877048;PM;female;more_than_two;16,30;18,63;72,00;3,0;NA;NA;NA;NA
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0770;V010305;PM;unknown;nestling;NA;NA;NA;NA;11,32;NA;16,68;36,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0771;V010306;PM;unknown;nestling;NA;NA;NA;NA;11,67;NA;17,23;34,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0772;V010307;PM;unknown;nestling;NA;NA;NA;NA;12,75;NA;19,02;38,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0773;V010308;PM;unknown;nestling;NA;NA;NA;NA;12,27;NA;16,86;36,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0774;V010309;PM;unknown;nestling;NA;NA;NA;NA;14,21;NA;18,88;39,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0775;V010310;PM;unknown;nestling;NA;NA;NA;NA;13,11;NA;17,85;38,50
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0776;V010311;PM;unknown;nestling;NA;NA;NA;NA;12,75;NA;17,64;36,00
DIJ-212;campus_nord;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;1;NA;8877048;THPAGPM0777;V010312;PM;unknown;nestling;NA;NA;NA;NA;12,85;NA;18,62;40,50
DIJ-213;campus_nord;2020;07/05/2020;07/04/2020;NA;NA;7;7;7;1;8791900;NA;BRFAIPM0677;8791900;PM;male;more_than_one;16,97;18,88;75,00;NA;NA;NA;NA;NA
DIJ-213;campus_nord;2020;07/05/2020;07/04/2020;NA;NA;7;7;7;1;8791900;NA;LAPOLPM0031;8791898;PM;unknown;nestling;NA;NA;NA;NA;17,73;NA;19,41;NA
DIJ-213;campus_nord;2020;07/05/2020;07/04/2020;NA;NA;7;7;7;1;8791900;NA;LAPOLPM0032;8791899;PM;unknown;nestling;NA;NA;NA;NA;16,97;NA;18,47;NA
DIJ-214;campus_nord;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;THPAGPM0635;8791900;PM;male;more_than_two;18,86;18,89;76,00;3,0;NA;NA;NA;NA
DIJ-214;campus_nord;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;THPAGPM0632;8877031;PM;female;more_than_two;18,24;19,91;72,50;2,0;NA;NA;NA;NA
DIJ-214;campus_nord;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;THPAGPM0633;V010187;PM;unknown;nestling;NA;NA;NA;NA;17,67;15,71;18,87;46,00
DIJ-214;campus_nord;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;THPAGPM0634;V010188;PM;unknown;nestling;NA;NA;NA;NA;16,96;15,64;18,70;43,50
DIJ-214;campus_nord;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;THPAGPM0636;V010189;PM;unknown;nestling;NA;NA;NA;NA;15,98;15,73;19,40;42,50
DIJ-215;campus_nord;2021;03/05/2021;31/03/2021;07/04/2021;20/04/2021;9;9;0;0;NA;NA;DIJ-215-2021;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-216;campus_nord;2019;17/05/2019;13/04/2019;20/04/2019;03/05/2019;9;8;0;0;NA;NA;DIJ-216-2019;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0778;V010313;CC;unknown;nestling;NA;NA;NA;NA;8,52;NA;15,38;34,00
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0779;V010314;CC;unknown;nestling;NA;NA;NA;NA;8,97;NA;14,93;35,00
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0780;V010315;CC;unknown;nestling;NA;NA;NA;NA;7,93;NA;15,37;31,00
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0781;V010316;CC;unknown;nestling;NA;NA;NA;NA;7,78;NA;14,51;33,50
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0782;V010317;CC;unknown;nestling;NA;NA;NA;NA;9,92;NA;15,14;34,00
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0783;V010318;CC;unknown;nestling;NA;NA;NA;NA;8,89;NA;14,89;31,50
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0784;V010319;CC;unknown;nestling;NA;NA;NA;NA;9,42;NA;15,16;33,00
DIJ-217;campus_nord;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;1;NA;NA;THPAGCC0785;V010320;CC;unknown;nestling;NA;NA;NA;NA;6,59;NA;14,74;27,50
DIJ-218;campus_nord;2019;17/05/2019;11/04/2019;NA;NA;11;11;5;1;NA;NA;CLPECCC0634;8791771;CC;unknown;nestling;NA;NA;NA;NA;9,61;NA;NA;NA
